,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,insured_zip_class,policy_duration_days
792,39,OH,100/300,2000,1140.15,MALE,High School,armed-forces,exercise,husband,0,-36800,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,3,NO,4200,8400,33600,Suburu,Legacy,2015,N,60,4840
793,32,IN,100/300,1000,1310.71,FEMALE,Masters,farming-fishing,kayaking,wife,29300,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,YES,0,1,NO,5770,5770,46160,Toyota,Camry,2003,N,46,3113
794,48,IL,250/500,2000,1730.49,MALE,College,transport-moving,hiking,not-in-family,46300,-41700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,NO,2,0,NO,4680,9360,42120,Saab,95,1995,N,44,636
795,47,IN,250/500,500,1616.65,MALE,MD,adm-clerical,movies,unmarried,0,-59500,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,Unknown,0,3,YES,5550,5550,33300,Jeep,Grand Cherokee,1999,N,45,1874
796,56,IN,100/300,500,1935.85,MALE,Masters,machine-op-inspct,reading,own-child,49500,-81100,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,Unknown,2,3,Unknown,16860,8430,67440,Mercedes,E400,2004,Y,47,9097
797,33,OH,250/500,1000,855.14,FEMALE,PhD,craft-repair,paintball,not-in-family,37900,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,1,YES,3070,6140,21490,Toyota,Corolla,2015,N,45,4650
798,24,OH,250/500,2000,1568.47,FEMALE,High School,armed-forces,yachting,unmarried,46800,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,0,Unknown,11320,5660,39620,Toyota,Camry,1999,N,45,5825
799,24,IN,500/1000,2000,1550.53,FEMALE,MD,armed-forces,dancing,own-child,0,-27700,Parked Car,No Collision,Trivial Damage,,VA,Hillsdale,4390 4th Drive,20,1,YES,0,1,Unknown,660,660,2640,Audi,A3,1998,N,43,1324
800,30,IL,250/500,2000,1370.92,MALE,College,transport-moving,video-games,unmarried,48900,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,YES,0,3,Unknown,3480,6960,24360,Accura,MDX,1999,N,44,7265
801,36,IN,250/500,500,1363.59,FEMALE,JD,armed-forces,kayaking,not-in-family,43200,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,Unknown,2,0,YES,7950,7950,63600,Chevrolet,Tahoe,2000,N,46,8682
802,34,IN,250/500,1000,828.42,FEMALE,College,prof-specialty,basketball,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,Unknown,2,2,NO,5600,5600,44800,Chevrolet,Malibu,2009,N,46,4782
803,29,IN,250/500,500,1209.63,FEMALE,Masters,machine-op-inspct,chess,not-in-family,64800,-44200,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,0,YES,16280,0,56980,Volkswagen,Jetta,2014,Y,44,892
804,46,OH,250/500,2000,1111.17,MALE,MD,craft-repair,base-jumping,unmarried,35000,0,Parked Car,No Collision,Trivial Damage,,WV,Arlington,4905 Best Lane,3,1,YES,2,3,YES,900,450,3600,Toyota,Camry,1995,N,46,3830
805,42,IN,500/1000,500,989.97,MALE,Masters,machine-op-inspct,kayaking,own-child,32500,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,1,NO,4800,9600,33600,Saab,95,2013,N,46,365
806,37,IN,250/500,1000,1114.23,MALE,College,prof-specialty,dancing,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,YES,0,1,YES,10440,5220,36540,Nissan,Pathfinder,2005,N,43,1109
807,38,IN,250/500,2000,1347.31,FEMALE,JD,protective-serv,dancing,unmarried,80900,-111100,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,NO,2,3,Unknown,12300,12300,49200,Audi,A3,1995,N,43,2380
808,34,IL,250/500,2000,1687.53,FEMALE,JD,protective-serv,base-jumping,other-relative,0,-69600,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,Unknown,1,2,NO,15640,7820,54740,Audi,A3,2009,N,46,6107
809,33,IN,250/500,1000,1183.48,MALE,Associate,other-service,bungie-jumping,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,Unknown,2,3,NO,13800,9200,32200,Saab,93,2015,Y,44,7225
810,43,IL,500/1000,2000,1537.13,FEMALE,PhD,handlers-cleaners,kayaking,own-child,0,-58300,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,NO,0,2,YES,6340,6340,44380,Ford,Fusion,2012,N,47,8358
811,30,OH,250/500,1000,1173.25,FEMALE,Masters,protective-serv,dancing,husband,0,-34700,Vehicle Theft,No Collision,Minor Damage,,WV,Arlington,4434 Weaver St,3,1,NO,0,3,YES,520,520,3640,Chevrolet,Malibu,2013,N,44,2786
812,56,IN,250/500,1000,1361.16,FEMALE,Masters,transport-moving,cross-fit,not-in-family,0,-63700,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,NO,2,0,YES,5310,5310,42480,Accura,MDX,2005,Y,43,1744
813,48,OH,500/1000,2000,1422.56,FEMALE,MD,prof-specialty,video-games,husband,26900,-55300,Vehicle Theft,No Collision,Minor Damage,,WV,Springfield,2809 Francis Lane,7,1,Unknown,1,2,NO,640,320,2560,Accura,MDX,2013,N,47,8737
814,25,IL,500/1000,2000,1143.06,FEMALE,Masters,tech-support,dancing,own-child,63100,-54100,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,NO,0,1,YES,14580,14580,43740,Nissan,Maxima,2010,N,46,6936
815,38,IN,250/500,500,1405.71,FEMALE,PhD,craft-repair,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,Unknown,0,1,NO,7070,14140,49490,Volkswagen,Passat,2008,N,46,1798
816,30,IL,100/300,500,1354.2,FEMALE,College,adm-clerical,bungie-jumping,wife,100500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,Unknown,0,0,Unknown,5470,10940,43760,Nissan,Pathfinder,2006,N,43,240
817,42,IN,100/300,500,1055.6,MALE,High School,exec-managerial,paintball,husband,69500,-40700,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,Unknown,1,1,Unknown,13600,6800,54400,Ford,Fusion,2009,Y,45,3691
818,41,IL,250/500,1000,999.43,MALE,College,prof-specialty,paintball,wife,25800,0,Vehicle Theft,No Collision,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,YES,2,0,Unknown,820,410,2870,Chevrolet,Malibu,2009,N,47,5241
819,47,IN,250/500,2000,1155.97,MALE,High School,prof-specialty,camping,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,YES,0,3,Unknown,5590,11180,44720,Dodge,RAM,2009,N,43,3471
820,29,IL,250/500,1000,1726.91,MALE,High School,other-service,basketball,own-child,0,0,Vehicle Theft,No Collision,Trivial Damage,,VA,Hillsdale,4453 Best Ave,14,1,Unknown,0,0,Unknown,720,1440,5040,Audi,A5,1999,N,45,8938
821,34,IN,500/1000,500,1232.57,FEMALE,PhD,machine-op-inspct,polo,not-in-family,59500,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,Unknown,0,0,Unknown,8200,4100,32800,Nissan,Pathfinder,2011,N,61,4349
822,53,OH,250/500,500,1078.65,MALE,JD,craft-repair,camping,not-in-family,36800,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,Unknown,2,3,YES,12120,6060,48480,Honda,Civic,2006,N,61,2629
823,41,OH,500/1000,1000,1324.78,FEMALE,PhD,prof-specialty,basketball,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,NO,2,2,YES,15280,7640,53480,Volkswagen,Jetta,1997,Y,47,6771
824,37,IN,250/500,500,1518.54,FEMALE,MD,craft-repair,kayaking,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,1,NO,10600,10600,37100,Ford,F150,2001,N,47,7350
825,49,IL,100/300,2000,1239.06,FEMALE,JD,transport-moving,skydiving,husband,34900,0,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,Unknown,1,1,Unknown,5210,10420,41680,Volkswagen,Passat,2002,N,43,6976
826,32,OH,500/1000,2000,1246.68,FEMALE,PhD,priv-house-serv,movies,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,Unknown,0,1,Unknown,5900,5900,41300,Suburu,Impreza,2006,N,44,6618
827,24,OH,250/500,1000,1622.67,FEMALE,MD,priv-house-serv,paintball,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,NO,1,1,Unknown,14940,7470,52290,Suburu,Forrestor,1997,N,60,1353
828,28,OH,250/500,500,1082.36,FEMALE,Associate,prof-specialty,golf,own-child,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,NO,2,2,NO,12100,6050,42350,Audi,A5,1995,N,45,6982
829,26,OH,250/500,1000,1270.55,MALE,Masters,protective-serv,chess,unmarried,0,-72100,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,YES,2,3,NO,7720,15440,61760,Jeep,Wrangler,2006,Y,47,6293
830,36,IL,500/1000,1000,1236.32,FEMALE,MD,adm-clerical,hiking,own-child,55100,0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,NO,2,0,NO,5550,11100,44400,Dodge,Neon,2009,N,61,6946
831,26,IL,250/500,2000,785.82,MALE,JD,exec-managerial,movies,other-relative,49700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,0,Unknown,12560,6280,50240,Audi,A5,2009,Y,62,2434
832,46,IN,250/500,500,1265.84,FEMALE,JD,prof-specialty,paintball,own-child,52200,-44500,Vehicle Theft,No Collision,Minor Damage,,VA,Arlington,1941 5th Ridge,10,1,YES,1,3,YES,760,380,3420,Nissan,Pathfinder,2007,N,60,1868
833,28,IN,250/500,500,1508.9,FEMALE,JD,machine-op-inspct,skydiving,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,NO,0,1,Unknown,11300,11300,45200,Ford,F150,2011,N,47,8397
834,32,OH,250/500,2000,1106.84,MALE,PhD,other-service,reading,wife,43100,-31900,Vehicle Theft,No Collision,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,1,YES,1120,560,3920,Suburu,Legacy,2005,N,46,6262
835,55,IN,500/1000,2000,1389.13,MALE,JD,other-service,basketball,wife,0,-53200,Vehicle Theft,No Collision,Minor Damage,,NC,Northbrook,4814 Lincoln Lane,6,1,Unknown,0,2,Unknown,900,1800,6300,Mercedes,ML350,2015,N,45,787
836,43,IN,100/300,1000,974.84,FEMALE,JD,transport-moving,kayaking,other-relative,52100,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,NO,0,1,YES,21330,7110,56880,Nissan,Pathfinder,2006,N,46,8318
837,24,IL,100/300,2000,1304.46,FEMALE,PhD,machine-op-inspct,golf,other-relative,51700,-33300,Vehicle Theft,No Collision,Trivial Damage,,NC,Arlington,6939 3rd Hwy,6,1,NO,0,3,YES,540,1080,4320,Audi,A5,2001,Y,47,4634
838,34,OH,250/500,500,1257.36,FEMALE,PhD,armed-forces,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,YES,1,1,Unknown,9340,4670,37360,BMW,M5,2000,Y,47,1773
839,43,OH,250/500,500,1257.04,MALE,Associate,protective-serv,reading,own-child,0,-48800,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,NO,2,2,YES,10320,5160,36120,Dodge,Neon,2011,N,44,9106
840,44,OH,100/300,2000,719.52,FEMALE,High School,farming-fishing,golf,own-child,45800,0,Parked Car,No Collision,Trivial Damage,,SC,Arlington,1741 Best Ridge,9,1,NO,0,3,Unknown,600,600,4200,Chevrolet,Malibu,1998,N,60,2834
841,39,OH,500/1000,2000,1524.18,MALE,JD,craft-repair,reading,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,Unknown,1,0,YES,5430,5430,38010,Saab,95,1999,N,60,5119
842,44,IN,500/1000,500,1395.58,FEMALE,JD,tech-support,reading,husband,0,0,Vehicle Theft,No Collision,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,NO,2,1,Unknown,860,860,3870,BMW,X5,2000,N,46,3101
843,48,IL,500/1000,1000,1243.68,MALE,Masters,protective-serv,camping,wife,0,-71400,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,Unknown,0,2,Unknown,6870,0,48090,Toyota,Corolla,2002,Y,46,207
844,47,OH,500/1000,1000,1189.04,FEMALE,Associate,prof-specialty,video-games,own-child,59600,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,NO,1,3,Unknown,7960,3980,27860,Jeep,Wrangler,2014,N,45,1215
845,37,IN,500/1000,2000,1375.29,FEMALE,Masters,armed-forces,chess,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,Unknown,0,1,Unknown,6240,6240,43680,Ford,Fusion,2015,Y,60,651
846,42,IN,100/300,500,1389.13,MALE,Associate,priv-house-serv,golf,not-in-family,63100,-79400,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,3,Unknown,5270,10540,36890,Toyota,Corolla,2005,N,45,8710
847,43,OH,500/1000,1000,1387.51,FEMALE,Associate,sales,base-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,3,Unknown,7620,7620,53340,Jeep,Wrangler,2010,N,60,4404
848,60,IN,100/300,1000,1178.61,MALE,MD,craft-repair,board-games,own-child,0,-54400,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,YES,1,2,YES,12980,19470,58410,Volkswagen,Jetta,2004,Y,44,3366
849,53,IL,250/500,2000,1166.62,MALE,Associate,priv-house-serv,bungie-jumping,wife,0,0,Parked Car,No Collision,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,NO,0,3,NO,570,570,4560,Saab,93,2001,N,60,1371
850,21,IN,100/300,1000,1556.31,MALE,Associate,prof-specialty,golf,not-in-family,0,-75000,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,0,YES,8630,8630,77670,Accura,RSX,2014,N,46,3015
851,43,OH,250/500,500,1452.27,MALE,MD,farming-fishing,video-games,not-in-family,75800,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Northbend,5868 Best Drive,19,1,NO,1,2,NO,4680,9360,32760,Audi,A5,2007,Y,61,3095
852,47,OH,500/1000,1000,1212.07,FEMALE,MD,exec-managerial,polo,wife,66900,-51800,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,5318 5th Ave,17,3,NO,2,3,NO,7040,7040,42240,Mercedes,ML350,2000,N,45,4649
853,46,OH,100/300,2000,1578.54,MALE,Associate,handlers-cleaners,chess,husband,0,-41400,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,3,YES,7590,15180,60720,Nissan,Pathfinder,1996,N,46,2169
854,36,IN,500/1000,500,1488.26,FEMALE,College,machine-op-inspct,golf,wife,0,-63500,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,2,Unknown,5790,5790,46320,Saab,95,2008,N,44,5038
855,36,IN,250/500,1000,1096.39,MALE,High School,armed-forces,kayaking,own-child,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,5584 Britain Lane,11,3,Unknown,1,3,YES,5490,5490,38430,Audi,A3,2015,N,60,5092
856,45,OH,500/1000,2000,1215.36,MALE,Associate,tech-support,reading,own-child,54400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,22,3,Unknown,0,1,NO,6620,6620,52960,Suburu,Impreza,2012,N,61,7744
857,46,OH,100/300,2000,1482.57,MALE,MD,priv-house-serv,reading,husband,35000,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,4780 Best Drive,7,1,NO,0,1,NO,10680,10680,42720,Toyota,Camry,2005,N,60,9133
858,43,OH,250/500,1000,954.18,FEMALE,College,tech-support,dancing,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbrook,8995 1st Ave,17,3,Unknown,2,3,YES,8500,4250,29750,Nissan,Pathfinder,2000,N,43,5385
859,30,IL,500/1000,2000,1193.4,MALE,PhD,exec-managerial,bungie-jumping,own-child,0,-40800,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,5586 2nd St,16,3,NO,2,3,Unknown,8900,4450,35600,Suburu,Legacy,2005,N,46,890
860,42,IN,100/300,1000,1023.11,FEMALE,MD,adm-clerical,golf,own-child,0,-45300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbend,1589 Best Ave,13,3,NO,1,2,YES,10700,10700,37450,Accura,MDX,1999,N,47,3734
861,40,IL,500/1000,1000,1524.45,FEMALE,Masters,other-service,golf,husband,73200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,2,YES,8240,8240,65920,Nissan,Pathfinder,2006,N,45,4402
862,44,OH,500/1000,1000,1653.32,FEMALE,College,other-service,bungie-jumping,other-relative,0,-48800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,7295 Tree Hwy,3,1,YES,2,0,Unknown,6780,6780,40680,Suburu,Impreza,2009,N,46,2270
863,26,IL,250/500,1000,1022.46,FEMALE,Associate,armed-forces,video-games,other-relative,52700,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,8832 Pine Drive,15,3,Unknown,0,2,Unknown,7420,7420,59360,Jeep,Wrangler,1996,N,44,5606
864,53,IL,100/300,2000,1396.43,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,21500,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,1,Unknown,5270,5270,36890,Toyota,Camry,2000,N,44,8806
865,43,IL,250/500,500,1521.55,FEMALE,Associate,priv-house-serv,polo,other-relative,61100,-64500,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,3847 Elm Hwy,18,1,Unknown,1,3,YES,13640,6820,47740,Dodge,RAM,2003,Y,47,6897
866,33,IN,100/300,1000,1034.27,FEMALE,JD,armed-forces,exercise,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,0,NO,7100,7100,49700,Accura,TL,2014,N,61,4989
867,39,OH,100/300,1000,1255.35,FEMALE,JD,protective-serv,skydiving,not-in-family,60300,-58900,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,3929 Oak Drive,22,2,NO,0,3,YES,11860,5930,41510,Dodge,RAM,2008,N,45,1795
868,44,IL,500/1000,2000,1396.89,FEMALE,College,priv-house-serv,chess,other-relative,0,-61600,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,2,YES,6690,13380,46830,Suburu,Forrestor,1999,Y,61,4207
869,27,OH,500/1000,500,795.31,MALE,JD,farming-fishing,skydiving,husband,0,-51000,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,9719 4th Lane,16,3,YES,1,3,Unknown,3710,7420,29680,Ford,F150,2000,Y,44,148
870,43,IN,100/300,500,982.22,FEMALE,JD,exec-managerial,skydiving,not-in-family,54500,-72100,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,3196 Cherokee St,18,1,Unknown,1,0,Unknown,15080,7540,52780,Honda,CRV,2011,N,60,2080
871,34,IN,500/1000,500,1074.07,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,Parked Car,No Collision,Minor Damage,,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,0,YES,420,840,2940,Jeep,Wrangler,2013,N,44,7414
872,45,OH,100/300,1000,1311.3,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1353 Washington St,23,3,YES,0,0,YES,5850,5850,40950,Ford,F150,2001,Y,45,8577
873,49,IL,250/500,2000,1277.12,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,6731 Andromedia Hwy,18,1,Unknown,0,2,YES,7680,7680,26880,Chevrolet,Malibu,2007,N,43,4865
874,39,IN,500/1000,500,1388.62,FEMALE,JD,sales,reading,husband,35200,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,5769 Texas Lane,10,1,YES,1,0,YES,6610,6610,46270,Mercedes,ML350,1995,N,61,852
875,37,IL,100/300,1000,1406.52,MALE,MD,tech-support,base-jumping,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,2849 Pine Drive,12,1,NO,0,2,NO,4420,4420,35360,Jeep,Wrangler,2002,Y,61,8602
876,39,IN,100/300,500,1558.29,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,Vehicle Theft,No Collision,Trivial Damage,Police,WV,Springfield,2577 Texas Ridge,5,1,YES,1,2,Unknown,770,1540,5390,Saab,93,2000,N,45,8511
877,57,IN,500/1000,1000,1132.47,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,3841 Washington Lane,21,3,Unknown,2,3,Unknown,10240,10240,40960,Saab,93,2008,N,43,5490
878,37,OH,250/500,2000,1896.91,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,17,3,YES,1,3,NO,5440,10880,38080,Chevrolet,Silverado,2015,Y,46,835
879,47,IL,500/1000,500,1143.46,MALE,MD,priv-house-serv,polo,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,4826 5th St,4,1,YES,2,1,Unknown,9760,9760,39040,Mercedes,E400,2002,N,60,7123
880,34,IN,500/1000,500,1285.42,MALE,MD,priv-house-serv,video-games,wife,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,1578 5th Lane,11,1,NO,1,1,NO,6730,6730,53840,Dodge,RAM,2000,Y,46,8745
881,55,OH,250/500,2000,1305.26,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,6440 Rock Lane,18,1,Unknown,1,3,YES,3340,6680,26720,BMW,X5,1998,Y,45,8591
882,30,IL,100/300,1000,1073.83,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,5806 Embaracadero St,12,1,Unknown,0,0,NO,15580,15580,54530,BMW,3 Series,2011,N,43,7603
883,31,OH,500/1000,1000,1051.67,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,1472 4th Drive,18,3,YES,0,3,NO,0,4270,29890,Audi,A5,2005,Y,47,3374
884,48,IL,250/500,1000,1387.35,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,5839 Weaver Lane,16,1,NO,2,2,Unknown,10220,10220,40880,BMW,M5,1998,N,47,203
885,45,IL,250/500,500,1083.64,MALE,JD,other-service,paintball,husband,59800,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,7630 Rock Drive,19,3,YES,0,0,Unknown,13280,13280,53120,BMW,3 Series,2004,N,61,4181
886,30,IL,250/500,1000,1851.78,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,7144 Andromedia St,13,1,NO,1,0,YES,6860,6860,48020,Audi,A3,2002,N,46,5322
887,55,IN,250/500,500,1270.29,MALE,College,armed-forces,exercise,husband,24000,-50500,Parked Car,No Collision,Minor Damage,,VA,Arlington,9988 Rock Ridge,4,1,NO,0,0,NO,640,640,5120,Honda,Civic,2002,N,44,2031
888,55,OH,500/1000,500,1459.99,FEMALE,MD,other-service,chess,wife,35900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7544 Washington Ave,8,1,YES,1,2,YES,12120,6060,42420,Accura,TL,2011,N,44,8675
889,38,IL,100/300,2000,1253.44,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,7201 Washington Ave,19,3,NO,2,0,NO,10240,5120,40960,Volkswagen,Jetta,2007,N,60,3366
890,34,IN,100/300,1000,1142.48,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,8805 Cherokee Drive,18,1,YES,2,0,NO,9500,4750,38000,Suburu,Legacy,2012,N,60,9004
891,60,IL,500/1000,1000,1188.45,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,3275 Pine St,9,2,Unknown,0,3,Unknown,5390,10780,37730,Saab,95,2006,N,45,4434
